airport,date,time,temperature,pressure_station,pressure_sea,humidity,wind_direction,wind_speed,visibility
Казани / им. Г. М. Тукая (аэропорт),"16 января,вторник",19:30,-7,742.2,753.1,93,"Ветер, дующий с юго-востока",(8 м/с),2.1
Казани / им. Г. М. Тукая (аэропорт),"16 января,вторник",19:00,-7,742.9,753.9,93,"Ветер, дующий с юго-юго-востока",(9 м/с),1.7
Казани / им. Г. М. Тукая (аэропорт),"16 января,вторник",18:30,-7,742.9,753.9,93,"Ветер, дующий с юго-юго-востока",(8 м/с),2.4
Казани / им. Г. М. Тукая (аэропорт),"16 января,вторник",18:00,-8,743.6,754.6,100,"Ветер, дующий с юго-востока",(8 м/с),3.0
Казани / им. Г. М. Тукая (аэропорт),"16 января,вторник",17:30,-8,743.6,754.6,93,"Ветер, дующий с юго-востока",(7 м/с),2.5
Казани / им. Г. М. Тукая (аэропорт),"16 января,вторник",17:00,-8,744.4,755.4,93,"Ветер, дующий с юго-востока",(7 м/с),1.3
Казани / им. Г. М. Тукая (аэропорт),"16 января,вторник",16:30,-8,744.4,755.4,93,"Ветер, дующий с юго-юго-востока",(7 м/с),4.2
Казани / им. Г. М. Тукая (аэропорт),"16 января,вторник",16:00,-8,745.2,756.2,93,"Ветер, дующий с юго-юго-востока",(7 м/с),4.8
Казани / им. Г. М. Тукая (аэропорт),"16 января,вторник",15:30,-7,744.4,755.4,93,"Ветер, дующий с юго-юго-востока",(7 м/с),0.8
Казани / им. Г. М. Тукая (аэропорт),"16 января,вторник",15:00,-7,745.2,756.2,93,"Ветер, дующий с юго-юго-востока",(7 м/с),0.7
Казани / им. Г. М. Тукая (аэропорт),"16 января,вторник",14:30,-6,745.3,756.2,93,"Ветер, дующий с юго-юго-востока",(8 м/с),1.5
Казани / им. Г. М. Тукая (аэропорт),"16 января,вторник",14:00,-6,745.3,756.2,93,"Ветер, дующий с юго-юго-востока",(9 м/с),1.6
Казани / им. Г. М. Тукая (аэропорт),"16 января,вторник",13:30,-6,745.3,756.2,100,"Ветер, дующий с юго-юго-востока",(9 м/с),2.3
Казани / им. Г. М. Тукая (аэропорт),"16 января,вторник",13:00,-5,745.3,756.2,93,"Ветер, дующий с юго-юго-востока",(9 м/с),2.1
Казани / им. Г. М. Тукая (аэропорт),"16 января,вторник",12:30,-5,746.0,756.9,93,"Ветер, дующий с юго-юго-востока",(8 м/с),8.0
Казани / им. Г. М. Тукая (аэропорт),"16 января,вторник",12:00,-5,746.0,756.9,93,"Ветер, дующий с юга",(9 м/с),5.0
Казани / им. Г. М. Тукая (аэропорт),"16 января,вторник",11:30,-5,746.0,756.9,93,"Ветер, дующий с юга",(9 м/с),6.0
Казани / им. Г. М. Тукая (аэропорт),"16 января,вторник",11:00,-6,745.9,756.9,100,"Ветер, дующий с юга",(9 м/с),7.0
Казани / им. Г. М. Тукая (аэропорт),"16 января,вторник",10:30,-6,745.9,756.9,93,"Ветер, дующий с юга",(9 м/с),4.3
Казани / им. Г. М. Тукая (аэропорт),"16 января,вторник",10:00,-6,745.9,756.9,93,"Ветер, дующий с юга",(9 м/с),3.9
Казани / им. Г. М. Тукая (аэропорт),"16 января,вторник",09:30,-7,745.2,756.2,100,"Ветер, дующий с юго-юго-востока",(8 м/с),1.2
Казани / им. Г. М. Тукая (аэропорт),"16 января,вторник",09:00,-7,745.2,756.2,93,"Ветер, дующий с юго-юго-востока",(8 м/с),5.0
Казани / им. Г. М. Тукая (аэропорт),"16 января,вторник",08:30,-7,745.2,756.2,93,"Ветер, дующий с юго-юго-востока",(8 м/с),5.0
Казани / им. Г. М. Тукая (аэропорт),"16 января,вторник",08:00,-7,745.2,756.2,93,"Ветер, дующий с юго-юго-востока",(9 м/с),2.7
Казани / им. Г. М. Тукая (аэропорт),"16 января,вторник",07:30,-7,745.2,756.2,93,"Ветер, дующий с юго-юго-востока",(8 м/с),3.8
Казани / им. Г. М. Тукая (аэропорт),"16 января,вторник",07:00,-7,745.2,756.2,93,"Ветер, дующий с юга",(8 м/с),2.1
Казани / им. Г. М. Тукая (аэропорт),"16 января,вторник",06:30,-7,745.2,756.2,93,"Ветер, дующий с юго-юго-востока",(8 м/с),3.2
Казани / им. Г. М. Тукая (аэропорт),"16 января,вторник",06:00,-7,745.2,756.2,93,"Ветер, дующий с юго-юго-востока",(8 м/с),3.7
Казани / им. Г. М. Тукая (аэропорт),"16 января,вторник",05:30,-7,745.2,756.2,93,"Ветер, дующий с юго-юго-востока",(8 м/с),3.3
Казани / им. Г. М. Тукая (аэропорт),"16 января,вторник",05:00,-7,745.2,756.2,93,"Ветер, дующий с юго-юго-востока",(8 м/с),2.1
Магадане / им. В. C. Высоцкого (аэропорт),"2024г.19 января,пятница",13:00,-17,750.4,768.1,78,"Ветер, дующий с востоко-юго-востока",(1 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"2024г.19 января,пятница",12:00,-17,751.2,768.9,85,"Ветер, дующий с востоко-северо-востока",(1 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"2024г.19 января,пятница",10:30,-20,751.0,768.9,77,"Ветер, дующий с востоко-северо-востока",(1 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"2024г.19 января,пятница",07:00,-16,751.9,769.6,85,"Ветер, дующий с востоко-юго-востока",(1 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"2024г.19 января,пятница",06:00,-15,752.0,769.6,85,"Ветер, дующий с западо-юго-запада",(2 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"2024г.19 января,пятница",04:00,-12,752.2,769.6,72,"Ветер, дующий с востоко-юго-востока",(3 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"2024г.19 января,пятница",03:00,-13,752.1,769.6,78,"Ветер, дующий с востока",(4 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"2024г.19 января,пятница",02:00,-13,752.1,769.6,78,"Ветер, дующий с востока",(3 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"2024г.19 января,пятница",01:00,-14,751.4,768.9,85,"Ветер, дующий с востока",(3 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"2024г.19 января,пятница",00:00,-13,751.4,768.9,72,"Ветер, дующий с востока",(6 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"18 января,четверг",23:00,-13,750.7,768.1,78,"Ветер, дующий с востока",(5 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"18 января,четверг",22:00,-12,749.9,767.3,79,"Ветер, дующий с востока",(8 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"18 января,четверг",21:00,-17,749.6,767.3,78,"Ветер, дующий с запада",(1 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"18 января,четверг",18:30,-22,748.6,766.6,77,"Ветер, дующий с востоко-северо-востока",(1 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"18 января,четверг",18:00,-22,748.6,766.6,77,"Ветер, дующий с востоко-северо-востока",(1 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"18 января,четверг",17:30,-24,748.4,766.6,76,"Ветер, дующий с востока",(2 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"18 января,четверг",16:00,-25,748.4,766.6,69,"Ветер, дующий с востока",(1 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"18 января,четверг",15:30,-25,748.4,766.6,76,"Ветер, дующий с востока",(1 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"18 января,четверг",15:00,-24,747.6,765.8,76,"Ветер, дующий с востоко-северо-востока",(1 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"18 января,четверг",14:30,-24,747.6,765.8,70,"Ветер, дующий с востоко-северо-востока",(1 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"18 января,четверг",14:00,-26,747.5,765.8,76,"Ветер, дующий с востока",(1 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"18 января,четверг",12:30,-28,748.1,766.6,75,"Ветер, дующий с востока",(1 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"18 января,четверг",08:30,-37,745.2,764.3,66,"Ветер, дующий с востока",(1 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"18 января,четверг",07:00,-38,744.3,763.5,73,"Ветер, дующий с севера",(1 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"18 января,четверг",06:00,-37,743.7,762.8,66,"Ветер, дующий с севера",(1 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"18 января,четверг",03:00,-37,742.2,761.2,73,"Ветер, дующий с северо-северо-востока",(1 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"18 января,четверг",01:00,-36,740.8,759.7,74,"Ветер, дующий с востока",(1 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"17 января,среда",22:00,-36,738.8,757.7,74,"Ветер, дующий с востоко-юго-востока",(1 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"17 января,среда",18:00,-33,736.8,755.4,67,"Ветер, дующий с востока",(1 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"17 января,среда",15:00,-24,736.0,753.9,63,"Ветер, дующий с востоко-юго-востока",(1 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"17 января,среда",14:30,-26,735.9,753.9,63,"Ветер, дующий с востоко-юго-востока",(2 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"17 января,среда",14:00,-26,735.9,753.9,63,"Ветер, дующий с востока",(2 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"17 января,среда",13:00,-28,735.7,753.9,69,"Ветер, дующий с юго-востока",(1 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"17 января,среда",12:30,-28,735.7,753.9,69,"Ветер, дующий с востока",(2 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"17 января,среда",12:00,-30,735.6,753.9,75,"Ветер, дующий с востока",(1 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"17 января,среда",11:30,-31,735.5,753.9,68,"Ветер, дующий с востока",(2 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"17 января,среда",11:00,-33,735.4,753.9,67,"Ветер, дующий с запада",(1 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"17 января,среда",10:30,-34,735.3,753.9,74,"Ветер, дующий с востоко-северо-востока",(1 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"17 января,среда",09:30,-34,735.3,753.9,67,"Ветер, дующий с востока",(1 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"17 января,среда",06:00,-28,735.7,753.9,75,"Ветер, дующий с северо-северо-запада",(1 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"17 января,среда",05:00,-26,735.9,753.9,69,"Ветер, дующий с востоко-юго-востока",(1 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"17 января,среда",03:00,-25,736.0,753.9,63,"Ветер, дующий с востоко-северо-востока",(1 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"17 января,среда",02:00,-26,735.9,753.9,69,"Ветер, дующий с востока",(2 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"16 января,вторник",18:30,-33,735.4,753.9,74,"Ветер, дующий с востока",(1 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"16 января,вторник",15:30,-29,734.9,753.1,62,"Ветер, дующий с востока",(1 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"16 января,вторник",15:00,-28,734.2,752.3,62,"Ветер, дующий с востока",(1 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"16 января,вторник",14:30,-29,734.1,752.3,62,"Ветер, дующий с востоко-юго-востока",(2 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"16 января,вторник",14:00,-32,734.7,753.1,67,"Ветер, дующий с востока",(3 м/с),10.0 и более
Магадане / им. В. C. Высоцкого (аэропорт),"16 января,вторник",13:30,-31,734.7,753.1,61,"Ветер, дующий с востока",(1 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"2024г.19 января,пятница",05:00,-6,741.9,749.3,93,"Ветер, дующий с юго-юго-востока",(4 м/с),0.9
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"2024г.19 января,пятница",04:30,-6,742.7,750.1,93,"Ветер, дующий с юго-юго-востока",(4 м/с),0.9
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"2024г.19 января,пятница",04:00,-7,742.6,750.1,93,"Ветер, дующий с юго-юго-востока",(5 м/с),0.8
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"2024г.19 января,пятница",03:30,-7,743.3,750.8,93,"Ветер, дующий с юго-юго-востока",(4 м/с),0.6
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"2024г.19 января,пятница",03:00,-7,744.1,751.6,86,"Ветер, дующий с юго-юго-востока",(5 м/с),0.7
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"2024г.19 января,пятница",02:30,-8,744.1,751.6,93,"Ветер, дующий с юго-юго-востока",(5 м/с),0.7
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"2024г.19 января,пятница",02:00,-8,744.8,752.3,93,"Ветер, дующий с юго-юго-востока",(5 м/с),0.9
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"2024г.19 января,пятница",01:30,-8,745.6,753.1,93,"Ветер, дующий с юго-юго-востока",(6 м/с),0.8
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"2024г.19 января,пятница",01:00,-8,745.6,753.1,86,"Ветер, дующий с юго-юго-востока",(6 м/с),1.1
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"2024г.19 января,пятница",00:30,-9,746.3,753.9,86,"Ветер, дующий с юго-юго-востока",(7 м/с),1.0
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"2024г.19 января,пятница",00:00,-9,747.0,754.6,86,"Ветер, дующий с юго-юго-востока",(8 м/с),0.8
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",23:30,-9,747.8,755.4,86,"Ветер, дующий с юго-юго-востока",(8 м/с),0.8
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",23:00,-10,748.6,756.2,92,"Ветер, дующий с юго-юго-востока",(7 м/с),0.9
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",22:30,-10,749.3,756.9,85,"Ветер, дующий с юго-юго-востока",(6 м/с),0.7
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",22:00,-11,750.0,757.7,85,"Ветер, дующий с юго-юго-востока",(5 м/с),1.3
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",21:30,-11,751.3,759.0,79,"Ветер, дующий с юго-юго-востока",(5 м/с),1.9
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",21:00,-11,751.3,759.0,67,"Ветер, дующий с юго-востока",(5 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",20:30,-11,752.0,759.7,67,"Ветер, дующий с юго-юго-востока",(5 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",20:00,-11,752.8,760.5,67,"Ветер, дующий с юго-юго-востока",(4 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",19:30,-11,752.8,760.5,67,"Ветер, дующий с юго-юго-востока",(3 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",19:00,-12,753.5,761.2,79,"Ветер, дующий с юго-востока",(3 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",18:30,-12,753.5,761.2,79,"Ветер, дующий с юго-востока",(3 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",18:00,-12,754.3,762.0,79,"Ветер, дующий с юго-юго-востока",(3 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",17:30,-12,755.1,762.8,79,"Ветер, дующий с юго-юго-востока",(3 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",17:00,-12,755.7,763.5,79,"Ветер, дующий с юго-юго-востока",(3 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",16:30,-12,755.7,763.5,79,"Ветер, дующий с юго-юго-востока",(2 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",16:00,-14,756.5,764.3,78,"Ветер, дующий с юго-юго-запада",(2 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",15:30,-12,755.7,763.5,79,"Ветер, дующий с юго-востока",(2 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",15:00,-13,756.5,764.3,78,"Ветер, дующий с юга",(2 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",14:30,-15,756.5,764.3,78,"Ветер, дующий с юга",(1 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",14:00,-14,756.5,764.3,78,"Ветер, дующий с юга",(2 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",13:30,-15,756.5,764.3,78,"Ветер, дующий с юга",(1 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",13:00,-14,756.5,764.3,72,"Ветер, дующий с юга",(2 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",12:30,-14,756.5,764.3,72,"Ветер, дующий с юга",(3 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",12:00,-15,757.1,765.0,78,"Ветер, дующий с юга",(3 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",11:30,-15,756.5,764.3,78,"Ветер, дующий с юга",(3 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",11:00,-14,756.5,764.3,78,"Ветер, дующий с юга",(2 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",10:30,-15,756.5,764.3,78,"Ветер, дующий с юга",(3 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",10:00,-16,756.4,764.3,85,"Ветер, дующий с юга",(3 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",09:30,-17,756.4,764.3,85,"Ветер, дующий с юго-юго-запада",(3 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",09:00,-16,755.6,763.5,85,"Ветер, дующий с юго-юго-запада",(2 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",08:30,-18,755.6,763.5,84,"Ветер, дующий с юго-юго-запада",(3 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",08:00,-15,755.7,763.5,85,"Ветер, дующий с юго-юго-запада",(1 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",07:30,-14,755.0,762.8,85,"Ветер, дующий с запада",(1 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",07:00,-14,755.0,762.8,85,"Ветер, дующий с западо-юго-запада",(2 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",06:30,-14,755.0,762.8,85,"Ветер, дующий с западо-юго-запада",(1 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",06:00,-14,754.2,762.0,85,"Ветер, дующий с запада",(3 м/с),9.0
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",05:30,-14,753.4,761.2,85,"Ветер, дующий с запада",(3 м/с),9.0
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",05:00,-13,753.4,761.2,78,"Ветер, дующий с запада",(3 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",04:30,-13,753.4,761.2,78,"Ветер, дующий с западо-юго-запада",(3 м/с),9.0
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",04:00,-13,752.8,760.5,78,"Ветер, дующий с западо-юго-запада",(4 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",03:30,-13,752.8,760.5,78,"Ветер, дующий с западо-юго-запада",(4 м/с),8.0
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",03:00,-13,752.8,760.5,78,"Ветер, дующий с западо-юго-запада",(4 м/с),9.0
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",02:30,-13,752.0,759.7,78,"Ветер, дующий с запада",(4 м/с),8.0
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",02:00,-12,752.0,759.7,72,"Ветер, дующий с западо-юго-запада",(4 м/с),9.0
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",01:30,-12,751.3,759.0,72,"Ветер, дующий с западо-юго-запада",(3 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",01:00,-12,751.3,759.0,72,"Ветер, дующий с западо-юго-запада",(5 м/с),9.0
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",00:30,-12,750.5,758.2,79,"Ветер, дующий с запада",(4 м/с),9.0
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"18 января,четверг",00:00,-11,750.5,758.2,73,"Ветер, дующий с западо-юго-запада",(5 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"17 января,среда",23:30,-11,750.0,757.7,73,"Ветер, дующий с западо-юго-запада",(6 м/с),9.0
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"17 января,среда",23:00,-11,750.0,757.7,79,"Ветер, дующий с западо-юго-запада",(4 м/с),9.0
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"17 января,среда",22:30,-11,749.2,756.9,79,"Ветер, дующий с западо-юго-запада",(3 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"17 января,среда",22:00,-10,749.3,756.9,67,"Ветер, дующий с запада",(5 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"17 января,среда",21:30,-10,748.6,756.2,73,"Ветер, дующий с запада",(4 м/с),9.0
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"17 января,среда",21:00,-9,748.6,756.2,79,"Ветер, дующий с западо-юго-запада",(5 м/с),3.3
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"17 января,среда",20:30,-9,747.8,755.4,79,"Ветер, дующий с западо-юго-запада",(5 м/с),9.0
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"17 января,среда",20:00,-9,747.0,754.6,86,"Ветер, дующий с западо-юго-запада",(4 м/с),6.0
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"17 января,среда",19:30,-8,747.1,754.6,73,"Ветер, дующий с западо-юго-запада",(5 м/с),9.0
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"17 января,среда",19:00,-8,746.4,753.9,73,"Ветер, дующий с юго-запада",(5 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"17 января,среда",18:30,-8,746.4,753.9,79,"Ветер, дующий с юго-запада",(5 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"17 января,среда",18:00,-7,745.6,753.1,79,"Ветер, дующий с юго-запада",(5 м/с),8.0
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"17 января,среда",17:30,-7,744.8,752.3,79,"Ветер, дующий с юго-запада",(4 м/с),9.0
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"17 января,среда",17:00,-7,744.8,752.3,79,"Ветер, дующий с юго-запада",(5 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"17 января,среда",16:30,-7,744.1,751.6,86,"Ветер, дующий с юго-запада",(5 м/с),5.0
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"17 января,среда",16:00,-6,744.1,751.6,80,"Ветер, дующий с юго-запада",(5 м/с),4.1
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"17 января,среда",15:30,-6,743.3,750.8,80,"Ветер, дующий с юго-запада",(5 м/с),9.0
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"17 января,среда",15:00,-6,743.3,750.8,80,"Ветер, дующий с юго-запада",(5 м/с),8.0
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"17 января,среда",14:30,-5,742.7,750.1,74,"Ветер, дующий с юго-запада",(6 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"17 января,среда",14:00,-5,741.9,749.3,80,"Ветер, дующий с юго-запада",(6 м/с),9.0
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"17 января,среда",13:30,-5,741.9,749.3,80,"Ветер, дующий с юго-запада",(5 м/с),9.0
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"17 января,среда",13:00,-5,741.9,749.3,74,"Ветер, дующий с юго-запада",(6 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"17 января,среда",12:30,-5,741.1,748.5,74,"Ветер, дующий с юго-запада",(5 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"17 января,среда",12:00,-5,741.1,748.5,74,"Ветер, дующий с западо-юго-запада",(6 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"17 января,среда",11:30,-4,741.1,748.5,69,"Ветер, дующий с западо-юго-запада",(6 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"17 января,среда",11:00,-4,740.4,747.8,80,"Ветер, дующий с юго-запада",(6 м/с),10.0 и более
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"17 января,среда",10:30,-3,739.7,747.0,86,"Ветер, дующий с юго-юго-запада",(5 м/с),9.0
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"17 января,среда",10:00,-3,739.7,747.0,86,"Ветер, дующий с юго-запада",(5 м/с),8.0
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"17 января,среда",09:30,-3,739.0,746.3,86,"Ветер, дующий с юго-запада",(4 м/с),9.0
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"17 января,среда",09:00,-3,739.0,746.3,93,"Ветер, дующий с юго-запада",(4 м/с),4.5
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"17 января,среда",08:30,-2,739.0,746.3,86,"Ветер, дующий с юго-запада",(4 м/с),9.0
Нижнем Новгороде / им. В. П. Чкалова (аэропорт),"17 января,среда",08:00,-2,738.2,745.5,80,"Ветер, дующий с юго-запада",(5 м/с),10.0 и более
